event_id,date,event_name,event_type,severity,decision_direction,notes,elite_initiated,initiator_type,initiator_person_id,initiator_group,confidence,decision_domain,event_scope,year,dominant_faction_id,fragmentation_index,top_3_factions
post_1954_crimea_transfer,1954-02-19,Передача Крымской области Украинской ССР,territorial_administrative_change,4,administrative_reallocation,Elite administrative decision.,True,party_state,khrushchev,poststalin_party_apparatus,0.85,administration,state,1954,poststalin_collective_leadership,0.3292,"poststalin_collective_leadership, khrushchev_group"
post_1954_virgin_lands,1954-03-02,Начало освоения целины,economic_social_policy,4,agricultural_expansion,Khrushchev initiative.,True,ruler_party,khrushchev,khrushchev_group,0.95,agrarian_policy,state,1954,poststalin_collective_leadership,0.3292,"poststalin_collective_leadership, khrushchev_group"
post_1955_warsaw_pact,1955-05-14,Создание Организации Варшавского договора,foreign_policy_military,5,bloc_consolidation,Soviet bloc military alliance.,True,party_state,khrushchev,poststalin_military_command,0.9,foreign_policy_military,international,1955,poststalin_collective_leadership,0.6094,"poststalin_collective_leadership, khrushchev_group, poststalin_ideological_apparatus"
post_1956_secret_speech,1956-02-25,Секретный доклад Хрущёва,ideological_reform,5,de_stalinization,Elite-initiated de-Stalinization.,True,ruler_party,khrushchev,khrushchev_group,0.95,ideology_party,state,1956,poststalin_collective_leadership,0.6094,"poststalin_collective_leadership, khrushchev_group, poststalin_ideological_apparatus"
post_1956_hungary_intervention,1956-11-04,Ввод советских войск в Венгрию,military_intervention,5,bloc_control,Soviet decision to intervene.,True,party_state,khrushchev,poststalin_military_command,0.95,foreign_policy_military,international,1956,poststalin_collective_leadership,0.6094,"poststalin_collective_leadership, khrushchev_group, poststalin_ideological_apparatus"
post_1957_anti_party_group_defeat,1957-06-29,Разгром «антипартийной группы»,elite_purge,5,elite_reconfiguration,Khrushchev consolidates power.,True,ruler_party,khrushchev,khrushchev_group,0.9,elite_governance,state,1957,poststalin_collective_leadership,0.6837,"poststalin_collective_leadership, khrushchev_group, poststalin_ideological_apparatus"
post_1957_sovnarkhoz_reform,1957-05-10,Совнархозная реформа,economic_administrative_reform,4,decentralization,Regional economic councils.,True,ruler_party,khrushchev,poststalin_economic_admins,0.9,economic_administration,state,1957,poststalin_collective_leadership,0.6837,"poststalin_collective_leadership, khrushchev_group, poststalin_ideological_apparatus"
post_1961_party_program,1961-10-31,XXII съезд КПСС и новая программа партии,ideological_reform,4,communist_project,Party program and renewed de-Stalinization.,True,ruler_party,khrushchev,khrushchev_group,0.85,ideology_party,state,1961,poststalin_collective_leadership,0.7813,"poststalin_collective_leadership, poststalin_party_apparatus, khrushchev_group"
post_1962_cuban_missile_crisis,1962-10-14,Карибский кризис,foreign_policy_military_crisis,5,strategic_risk,Soviet missile deployment decision; crisis date by discovery.,True,ruler_military,khrushchev,poststalin_military_command,0.85,foreign_policy_military,international,1962,poststalin_collective_leadership,0.779,"poststalin_collective_leadership, poststalin_party_apparatus, khrushchev_group"
post_1962_novocherkassk,1962-06-02,Расстрел в Новочеркасске,repression,5,domestic_control,Suppression of worker protest.,True,party_state,khrushchev,poststalin_security_apparatus,0.8,security,state,1962,poststalin_collective_leadership,0.779,"poststalin_collective_leadership, poststalin_party_apparatus, khrushchev_group"
post_1964_khrushchev_removal,1964-10-14,Смещение Хрущёва,elite_coup,5,elite_reconfiguration,Elite-initiated leadership removal.,True,elite_coalition,brezhnev,poststalin_collective_leadership,0.9,elite_governance,state,1964,lateussr_party_apparatus,0.8586,"lateussr_party_apparatus, poststalin_collective_leadership, poststalin_party_apparatus"
late_1965_kosygin_reform,1965-09-27,Косыгинская экономическая реформа,economic_reform,4,economic_efficiency,Reform of enterprise incentives.,True,government_party,kosygin,lateussr_economic_admins,0.9,economic_policy,state,1965,lateussr_party_apparatus,0.7245,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1968_prague_spring_intervention,1968-08-21,Ввод войск в Чехословакию,military_intervention,5,bloc_control,Warsaw Pact intervention led by Soviet decision.,True,party_military,brezhnev,lateussr_military_industrial,0.95,foreign_policy_military,international,1968,lateussr_party_apparatus,0.7388,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1970_brezhnev_doctrine,1968-11-13,Доктрина Брежнева,foreign_policy_doctrine,4,bloc_control,Representative date for public articulation.,True,party,brezhnev,lateussr_party_apparatus,0.85,foreign_policy_ideology,international,1968,lateussr_party_apparatus,0.7388,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1972_salt_i,1972-05-26,Подписание ОСВ-1,foreign_policy_agreement,4,detente_arms_control,Elite-led détente agreement.,True,party_foreign_policy,brezhnev,lateussr_foreign_policy,0.9,foreign_policy,international,1972,lateussr_party_apparatus,0.7013,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1975_helsinki_final_act,1975-08-01,Хельсинкский заключительный акт,foreign_policy_agreement,4,detente_legitimation,CSCE/Helsinki process.,True,party_foreign_policy,brezhnev,lateussr_foreign_policy,0.9,foreign_policy,international,1975,lateussr_party_apparatus,0.7132,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1977_constitution,1977-10-07,Конституция СССР 1977 года,constitutional_change,4,institutional_legitimation,Brezhnev constitution.,True,party_state,brezhnev,lateussr_party_apparatus,0.9,constitutional,state,1977,lateussr_party_apparatus,0.7427,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1979_afghanistan,1979-12-24,Ввод советских войск в Афганистан,war_intervention,5,foreign_policy_military,Politburo decision; military intervention.,True,party_security_military,brezhnev,lateussr_kgb_security,0.95,foreign_policy_military,international,1979,lateussr_party_apparatus,0.7467,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1980_olympics_political_project,1980-07-19,Олимпиада-80 как государственный политический проект,soft_power_project,3,international_legitimation,Not a crisis; coded as elite-initiated prestige project.,True,party_state,brezhnev,lateussr_party_apparatus,0.7,soft_power,international,1980,lateussr_party_apparatus,0.746,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1982_food_program,1982-05-24,Продовольственная программа СССР,economic_policy,3,economic_management,Late Brezhnev economic policy.,True,party_state,brezhnev,lateussr_economic_admins,0.85,economic_policy,state,1982,lateussr_party_apparatus,0.7082,"lateussr_party_apparatus, brezhnev_inner_circle, dnipropetrovsk_network"
late_1983_andropov_discipline,1983-01-01,Андроповская кампания трудовой дисциплины,administrative_campaign,3,discipline_control,Year-level campaign.,True,ruler_party,andropov,lateussr_kgb_security,0.75,administration_security,state,1983,lateussr_party_apparatus,0.4887,"lateussr_party_apparatus, lateussr_military_industrial, lateussr_foreign_policy"
late_1984_chernenko_stability,1984-02-13,Курс Черненко на преемственность позднего брежневизма,policy_continuity,2,status_quo,Soft event; low confidence as a discrete decision.,True,ruler_party,chernenko,brezhnev_inner_circle,0.6,elite_governance,state,1984,lateussr_party_apparatus,0.622,"lateussr_party_apparatus, lateussr_military_industrial, dnipropetrovsk_network"
per_1985_gorbachev_power,1985-03-11,Горбачёв становится генсеком,leadership_change,4,renewal,Leadership change.,True,party,gorbachev,perestroika_gorbachev_reformers,0.95,elite_governance,state,1985,lateussr_party_apparatus,0.7717,"lateussr_party_apparatus, perestroika_gorbachev_reformers, perestroika_union_center"
per_1985_anti_alcohol,1985-05-16,Антиалкогольная кампания,social_policy,4,discipline_control,Major social/economic campaign.,True,ruler_party,gorbachev,perestroika_gorbachev_reformers,0.95,social_policy,state,1985,lateussr_party_apparatus,0.7717,"lateussr_party_apparatus, perestroika_gorbachev_reformers, perestroika_union_center"
per_1986_glasnost_start,1986-02-25,Курс на гласность после XXVII съезда,political_reform,5,liberalization,"Process, represented by party congress.",True,ruler_party,gorbachev,perestroika_gorbachev_reformers,0.85,politics_ideology,state,1986,perestroika_gorbachev_reformers,0.7903,"perestroika_gorbachev_reformers, perestroika_union_center, lateussr_foreign_policy"
per_1986_chernobyl_response,1986-04-26,Государственная реакция на Чернобыль,crisis_management,5,crisis_control_information_policy,Accident not elite-initiated; response/information policy was.,True,party_state,gorbachev,perestroika_union_center,0.6,crisis_management,state,1986,perestroika_gorbachev_reformers,0.7903,"perestroika_gorbachev_reformers, perestroika_union_center, lateussr_foreign_policy"
per_1987_state_enterprise_law,1987-06-30,Закон о государственном предприятии,economic_reform,5,decentralization_market_elements,Major perestroika economic reform.,True,ruler_party,gorbachev,perestroika_economic_reformers,0.9,economic_policy,state,1987,perestroika_gorbachev_reformers,0.7903,"perestroika_gorbachev_reformers, perestroika_union_center, lateussr_foreign_policy"
per_1988_cooperatives_law,1988-05-26,Закон о кооперации,economic_reform,5,market_liberalization,Legalization/expansion of cooperatives.,True,party_state,gorbachev,perestroika_economic_reformers,0.9,economic_policy,state,1988,perestroika_gorbachev_reformers,0.7903,"perestroika_gorbachev_reformers, perestroika_union_center, lateussr_foreign_policy"
per_1988_party_conference_reform,1988-06-28,XIX партконференция и политическая реформа,political_reform,5,democratization_limited,Major political reform package.,True,ruler_party,gorbachev,perestroika_gorbachev_reformers,0.95,political_institutions,state,1988,perestroika_gorbachev_reformers,0.7903,"perestroika_gorbachev_reformers, perestroika_union_center, lateussr_foreign_policy"
per_1989_congress_peoples_deputies,1989-03-26,Выборы народных депутатов СССР,political_reform,5,electoral_opening,Competitive electoral opening within Soviet system.,True,party_state,gorbachev,perestroika_gorbachev_reformers,0.9,political_institutions,state,1989,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1989_afghanistan_withdrawal,1989-02-15,Вывод советских войск из Афганистана,foreign_policy_military,5,deescalation,Elite decision to withdraw.,True,ruler_party,gorbachev,perestroika_new_thinking_foreign_policy,0.95,foreign_policy_military,international,1989,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1989_sinatra_doctrine,1989-10-25,Отказ от силового удержания Восточной Европы,foreign_policy_doctrine,5,non_intervention,Representative date/label; process was gradual.,True,ruler_foreign_policy,gorbachev,perestroika_new_thinking_foreign_policy,0.8,foreign_policy,international,1989,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1990_article_6_repeal,1990-03-14,Отмена 6-й статьи Конституции СССР,constitutional_change,5,end_party_monopoly,Ended CPSU monopoly.,True,ruler_party,gorbachev,perestroika_gorbachev_reformers,0.95,constitutional,state,1990,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1990_presidency_ussr,1990-03-15,Учреждение поста президента СССР,institutional_reform,4,executive_reconfiguration,New executive office.,True,ruler_party,gorbachev,perestroika_union_center,0.9,constitutional,state,1990,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1990_500_days_rejection,1990-10-01,Отклонение программы «500 дней»,economic_policy_decision,4,reform_slowdown,Approximate date; elite choice against radical reform plan.,True,ruler_elite,gorbachev,perestroika_union_center,0.75,economic_policy,state,1990,perestroika_gorbachev_reformers,0.7881,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_new_thinking_foreign_policy"
per_1991_january_vilnius,1991-01-13,Силовые действия в Вильнюсе,repression_military,5,union_control,Responsibility contested; coded with confidence.,True,security_elite,kryuchkov,perestroika_security_apparatus,0.7,security,imperial,1991,perestroika_gorbachev_reformers,0.6391,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_security_apparatus"
per_1991_august_gkchp,1991-08-19,Попытка ГКЧП,elite_coup,5,conservative_restoration,Elite-initiated coup attempt.,True,elite_coalition,kryuchkov,perestroika_party_conservatives,0.95,elite_governance_security,state,1991,perestroika_gorbachev_reformers,0.6391,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_security_apparatus"
per_1991_belovezha,1991-12-08,Беловежские соглашения,state_dissolution_decision,5,state_dissolution,Elite decision by republican leaders.,True,elite_coalition,yeltsin,perestroika_republican_elites,0.95,constitutional_geopolitical,state,1991,perestroika_gorbachev_reformers,0.6391,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_security_apparatus"
per_1991_ussr_dissolution,1991-12-26,Распад СССР,state_collapse,5,state_dissolution,Formal end; broader process.,True,elite_institutional,,perestroika_republican_elites,0.85,constitutional_geopolitical,state,1991,perestroika_gorbachev_reformers,0.6391,"perestroika_gorbachev_reformers, perestroika_union_center, perestroika_security_apparatus"
rf_1992_price_liberalization,1992-01-02,Либерализация цен,economic_reform,5,market_liberalization,Shock therapy start.,True,government,yeltsin,liberal_economists,0.95,economic_policy,state,1992,liberal_economists,0.0,liberal_economists
rf_1992_mass_privatization_start,1992-08-14,Ваучерная приватизация,economic_reform,5,privatization,Mass privatization program.,True,government,yeltsin,liberal_economists,0.95,economic_policy,state,1992,liberal_economists,0.0,liberal_economists
rf_1993_april_referendum,1993-04-25,Референдум о доверии президенту и реформам,political_institutional,4,executive_legitimation,Presidential strategy in constitutional conflict.,True,ruler,yeltsin,yeltsin_family,0.85,politics,state,1993,liberal_economists,0.0,liberal_economists
rf_1993_october_crisis_shelling,1993-10-04,Разгон Верховного Совета силой,constitutional_crisis_repression,5,executive_dominance,Elite/ruler initiated use of force.,True,ruler_security,yeltsin,yeltsin_family,0.95,constitutional_security,state,1993,liberal_economists,0.0,liberal_economists
rf_1993_constitution,1993-12-12,Конституция РФ 1993 года,constitutional_change,5,superpresidential_system,New constitutional architecture.,True,ruler_elite,yeltsin,yeltsin_family,0.95,constitutional,state,1993,liberal_economists,0.0,liberal_economists
rf_1994_chechen_war_start,1994-12-11,Начало Первой чеченской войны,war_internal,5,territorial_control,Federal military intervention.,True,ruler_government,yeltsin,siloviki,0.95,military_security,state,1994,liberal_economists,0.0,liberal_economists
rf_1995_loans_for_shares,1995-08-31,Залоговые аукционы,economic_policy,5,oligarchic_privatization,Representative date; program implemented in 1995.,True,government_elite,yeltsin,oligarchic_business_1990s,0.9,economic_policy,state,1995,liberal_economists,0.0,liberal_economists
rf_1996_presidential_campaign_elite_deal,1996-06-16,Президентская кампания 1996 и союз власти с крупным бизнесом,elite_coalition,5,regime_preservation,Electoral politics/business-media alliance; bundled event.,True,elite_coalition,yeltsin,yeltsin_family,0.8,elite_governance,state,1996,liberal_economists,0.0,liberal_economists
rf_1998_default,1998-08-17,Дефолт 1998 года,economic_crisis_policy,5,financial_crisis,Crisis had structural causes; government decision to default/devalue.,True,government,,technocrats,0.55,finance,state,1998,technocrats,0.0,technocrats
rf_1999_second_chechen_war,1999-09-30,Начало Второй чеченской войны,war_internal,5,territorial_control_security,Federal military campaign.,True,government_security,putin,siloviki,0.9,military_security,state,1999,political_managers,0.5,"political_managers, yeltsin_family"
rf_2000_federal_districts,2000-05-13,Создание федеральных округов,administrative_reform,4,centralization,Centralization reform.,True,ruler,putin,central_leader,0.95,administration,state,2000,siloviki,0.8257,"siloviki, st_petersburg_network, political_managers"
rf_2000_tax_reform_flat_tax,2000-08-05,Налоговая реформа и плоская шкала НДФЛ,economic_reform,4,fiscal_modernization,Representative date for Tax Code changes.,True,government,putin,technocrats,0.85,finance,state,2000,siloviki,0.8257,"siloviki, st_petersburg_network, political_managers"
rf_2001_land_code,2001-10-25,Земельный кодекс РФ,legal_economic_reform,4,market_institution_building,Land market/legal reform.,True,ruler_government,putin,technocrats,0.85,law_economy,state,2001,siloviki,0.8257,"siloviki, st_petersburg_network, political_managers"
rf_2003_yukos_case_start,2003-10-25,Дело ЮКОСа и арест Ходорковского,elite_business_reconfiguration,5,state_control_over_business,Coded as elite/security-state initiated reconfiguration; contested interpretations.,True,security_elite,putin,siloviki,0.85,security_economy,state,2003,siloviki,0.8257,"siloviki, st_petersburg_network, political_managers"
rf_2004_governors_appointment,2004-09-13,Отмена прямых выборов губернаторов,political_reform,5,centralization,Post-Beslan centralization package.,True,ruler,putin,political_managers,0.95,political_institutions,state,2004,siloviki,0.836,"siloviki, st_petersburg_network, central_leader"
rf_2005_national_projects,2005-09-05,Запуск приоритетных национальных проектов,social_policy,3,developmental_state,Representative date around announcement.,True,ruler_government,putin,technocrats,0.85,social_policy,state,2005,siloviki,0.836,"siloviki, st_petersburg_network, central_leader"
rf_2007_munich_speech,2007-02-10,Мюнхенская речь Путина,foreign_policy_doctrine,4,confrontational_foreign_policy,Doctrine/signalling event.,True,ruler,putin,central_leader,0.9,foreign_policy,international,2007,siloviki,0.864,"siloviki, st_petersburg_network, central_leader"
rf_2008_georgia_war,2008-08-08,Война в Грузии,war,5,foreign_policy_military,Russian military action in Georgia; decision context complex.,True,ruler_security,medvedev,siloviki,0.8,foreign_policy_military,international,2008,siloviki,0.8775,"siloviki, st_petersburg_network, fsb_security"
rf_2008_presidential_tandem,2008-05-07,Президентский тандем Медведев—Путин,elite_arrangement,4,managed_succession,Managed succession architecture.,True,elite_coalition,putin,central_leader,0.95,elite_governance,state,2008,siloviki,0.8775,"siloviki, st_petersburg_network, fsb_security"
rf_2009_modernization_medvedev,2009-09-10,Медведевская модернизационная повестка,modernization_policy,3,technocratic_modernization,Soft programmatic event.,True,ruler,medvedev,technocrats,0.75,economic_policy_technology,state,2009,siloviki,0.8775,"siloviki, st_petersburg_network, fsb_security"
rf_2011_rokirovka,2011-09-24,Объявление рокировки Путина и Медведева,elite_arrangement,5,managed_succession,Decision to return Putin to presidency.,True,elite_coalition,putin,central_leader,0.95,elite_governance,state,2011,siloviki,0.8617,"siloviki, st_petersburg_network, fsb_security"
rf_2012_foreign_agent_law,2012-07-20,Закон об иностранных агентах,legal_repression,4,civil_society_control,Civil society control.,True,ruler_parliament,putin,political_managers,0.9,law_security,state,2012,siloviki,0.8097,"siloviki, central_leader, st_petersburg_network"
rf_2012_governor_elections_return,2012-06-01,Возврат прямых выборов губернаторов с фильтрами,political_reform,3,managed_liberalization,Managed electoral reform.,True,ruler_parliament,putin,political_managers,0.85,political_institutions,state,2012,siloviki,0.8097,"siloviki, central_leader, st_petersburg_network"
rf_2014_crimea_annexation,2014-03-18,Возврат Крыма,territorial_change,5,territorial_expansion,Elite/ruler initiated annexation.,True,ruler_security,putin,siloviki,0.95,foreign_policy_security,international,2014,siloviki,0.8319,"siloviki, central_leader, st_petersburg_network"
rf_2014_donbas_intervention,2014-04-12,Начало российской вовлечённости в войну на Донбассе,war_proxy_intervention,5,foreign_policy_security,"Representative date; covert/contested nature, confidence lower.",True,security_elite,putin,siloviki,0.8,foreign_policy_security,international,2014,siloviki,0.8319,"siloviki, central_leader, st_petersburg_network"
rf_2014_import_substitution,2014-08-06,Контрсанкции и курс на импортозамещение,economic_policy,4,state_economic_mobilization,Food import ban/counter-sanctions.,True,ruler_government,putin,technocrats,0.9,economic_policy,state,2014,siloviki,0.8319,"siloviki, central_leader, st_petersburg_network"
rf_2015_syria_intervention,2015-09-30,Военная операция России в Сирии,military_intervention,5,foreign_policy_military,Russian military intervention.,True,ruler_military,putin,military_defense,0.95,foreign_policy_military,international,2015,siloviki,0.8319,"siloviki, central_leader, st_petersburg_network"
rf_2016_national_guard,2016-04-05,Создание Росгвардии,security_reform,5,security_centralization,New internal security institution.,True,ruler_security,putin,siloviki,0.95,security,state,2016,siloviki,0.824,"siloviki, central_leader, fsb_security"
rf_2018_pension_reform,2018-06-14,Пенсионная реформа,social_economic_policy,4,fiscal_social_reform,Retirement age increase.,True,government,putin,technocrats,0.9,social_policy_finance,state,2018,siloviki,0.8501,"siloviki, central_leader, technocrats"
rf_2020_constitutional_amendments,2020-07-01,Конституционные поправки 2020 года,constitutional_change,5,regime_extension,Reset/extension of presidential terms and institutional changes.,True,ruler_elite,putin,central_leader,0.95,constitutional,state,2020,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2020_mishustin_government,2020-01-16,Правительство Мишустина,elite_reconfiguration,4,technocratic_management,Technocratic government reconfiguration.,True,ruler,putin,technocrats,0.85,elite_governance,state,2020,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2021_navalny_organizations_extremist,2021-06-09,Признание структур Навального экстремистскими,legal_repression,5,opposition_control,Suppression of organized opposition.,True,state_security,,siloviki,0.9,law_security,state,2021,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2022_full_scale_invasion_ukraine,2022-02-24,Начало СВО,war,5,foreign_policy_military,Elite/ruler initiated war decision.,True,ruler_security,putin,siloviki,0.98,foreign_policy_military,international,2022,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2022_partial_mobilization,2022-09-21,Частичная мобилизация,military_social_policy,5,war_mobilization,Mobilization decision.,True,ruler_military,putin,military_defense,0.98,military,state,2022,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2022_annexation_ukraine_regions,2022-09-30,Поправки в конституцию о присоединённых регионах,territorial_change,5,territorial_expansion,"Claimed annexation of Donetsk, Luhansk, Zaporizhzhia, Kherson regions.",True,ruler_elite,putin,central_leader,0.98,foreign_policy_constitutional,international,2022,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2023_electronic_draft_registry,2023-04-14,Закон об электронных повестках и реестре военнообязанных,military_administrative_policy,4,mobilization_infrastructure,Mobilization administration infrastructure.,True,ruler_parliament,putin,military_defense,0.9,military_administration,state,2023,siloviki,0.8514,"siloviki, technocrats, central_leader"
rf_2024_defense_ministry_belousov,2024-05-14,Назначение Белоусова министром обороны,elite_reconfiguration,4,technocratic_military_management,Shift toward technocratic management of defense spending.,True,ruler,putin,technocrats,0.9,elite_governance_military,state,2024,siloviki,0.8566,"siloviki, technocrats, central_leader"
rf_2024_tax_reform_progressive,2024-07-12,Налоговая реформа 2024 года,economic_reform,4,fiscal_mobilization,Progressive PIT/corporate tax changes; representative signing date may need verification.,True,government,putin,technocrats,0.85,finance,state,2024,siloviki,0.8566,"siloviki, technocrats, central_leader"
rf_2025_placeholder_policy_cycle,2025-01-01,Политический цикл 2025: продолжение военной и бюджетной мобилизации,policy_continuity,3,mobilization_continuity,Low-confidence placeholder; replace with concrete verified 2025 decisions.,True,ruler_government,putin,central_leader,0.4,state_policy,state,2025,siloviki,0.8566,"siloviki, technocrats, central_leader"
