year,faction_type,total_power,normalized_power_share,mean_age,weighted_mean_age,mean_political_age,weighted_mean_political_age,factions_count
1801,court_dynastic,1.0,0.8032,23.52,23.52,0.27,0.27,1
1801,bureaucratic_ideological,0.245,0.1968,40.18,40.18,0.5,0.5,1
1802,court_dynastic,1.0,0.8032,24.52,24.52,1.27,1.27,1
1802,bureaucratic_ideological,0.245,0.1968,41.18,41.18,1.49,1.49,1
1803,court_dynastic,1.0,0.7737,25.52,25.52,2.27,2.27,1
1803,bureaucratic_ideological,0.2925,0.2263,34.6,34.6,5.49,5.49,1
1804,court_dynastic,1.0,0.7737,26.52,26.52,3.27,3.27,1
1804,bureaucratic_ideological,0.2925,0.2263,35.6,35.6,6.49,6.49,1
1805,court_dynastic,1.0,0.7737,27.52,27.52,4.27,4.27,1
1805,bureaucratic_ideological,0.2925,0.2263,36.6,36.6,7.49,7.49,1
1806,court_dynastic,1.0,0.7737,28.52,28.52,5.27,5.27,1
1806,bureaucratic_ideological,0.2925,0.2263,37.6,37.6,8.49,8.49,1
1807,court_dynastic,1.0,0.7737,29.52,29.52,6.27,6.27,1
1807,bureaucratic_ideological,0.2925,0.2263,38.6,38.6,9.49,9.49,1
1808,court_dynastic,1.0,0.6568,30.52,30.52,7.27,7.27,1
1808,bureaucratic_ideological,0.5225,0.3432,36.47,36.47,7.5,7.5,1
1809,court_dynastic,1.0,0.6568,31.52,31.52,8.27,8.27,1
1809,bureaucratic_ideological,0.5225,0.3432,37.47,37.47,8.5,8.5,1
1810,court_dynastic,1.0,0.6568,32.52,32.52,9.27,9.27,1
1810,bureaucratic_ideological,0.5225,0.3432,38.46,38.46,9.5,9.5,1
1811,court_dynastic,1.0,0.6568,33.52,33.52,10.27,10.27,1
1811,bureaucratic_ideological,0.5225,0.3432,39.46,39.46,10.49,10.49,1
1812,court_dynastic,1.0,1.0,34.52,34.52,11.27,11.27,1
1813,court_dynastic,1.0,1.0,35.52,35.52,12.27,12.27,1
1814,court_dynastic,1.0,1.0,36.52,36.52,13.27,13.27,1
1815,court_dynastic,1.0,0.4162,37.52,37.52,14.27,14.27,1
1815,military_aristocratic,0.495,0.206,45.74,45.74,19.49,19.49,1
1815,personal_access,0.4675,0.1946,45.74,45.74,19.49,19.49,1
1815,bureaucratic_ideological,0.44,0.1831,45.74,45.74,19.49,19.49,1
1816,court_dynastic,1.0,0.4162,38.52,38.52,15.27,15.27,1
1816,military_aristocratic,0.495,0.206,46.74,46.74,20.5,20.5,1
1816,personal_access,0.4675,0.1946,46.74,46.74,20.5,20.5,1
1816,bureaucratic_ideological,0.44,0.1831,46.74,46.74,20.5,20.5,1
1817,court_dynastic,1.0,0.3475,39.52,39.52,16.27,16.27,1
1817,military_aristocratic,0.495,0.172,47.74,47.74,21.5,21.5,1
1817,functional,0.475,0.1651,36.54,36.54,16.5,16.5,1
1817,personal_access,0.4675,0.1625,47.74,47.74,21.5,21.5,1
1817,bureaucratic_ideological,0.44,0.1529,47.74,47.74,21.5,21.5,1
1818,court_dynastic,1.0,0.3475,40.52,40.52,17.27,17.27,1
1818,military_aristocratic,0.495,0.172,48.74,48.74,22.49,22.49,1
1818,functional,0.475,0.1651,37.54,37.54,17.5,17.5,1
1818,personal_access,0.4675,0.1625,48.74,48.74,22.49,22.49,1
1818,bureaucratic_ideological,0.44,0.1529,48.74,48.74,22.49,22.49,1
1819,court_dynastic,1.0,0.3475,41.52,41.52,18.27,18.27,1
1819,military_aristocratic,0.495,0.172,49.74,49.74,23.49,23.49,1
1819,functional,0.475,0.1651,38.54,38.54,18.49,18.49,1
1819,personal_access,0.4675,0.1625,49.74,49.74,23.49,23.49,1
1819,bureaucratic_ideological,0.44,0.1529,49.74,49.74,23.49,23.49,1
1820,court_dynastic,1.0,0.3155,42.52,42.52,19.27,19.27,1
1820,bureaucratic_ideological,0.7325,0.2311,51.17,51.08,23.49,23.7,2
1820,military_aristocratic,0.495,0.1562,50.74,50.74,24.5,24.5,1
1820,functional,0.475,0.1498,39.54,39.54,19.5,19.5,1
1820,personal_access,0.4675,0.1475,50.74,50.74,24.5,24.5,1
1821,court_dynastic,1.0,0.3155,43.52,43.52,20.27,20.27,1
1821,bureaucratic_ideological,0.7325,0.2311,52.17,52.08,24.49,24.7,2
1821,military_aristocratic,0.495,0.1562,51.74,51.74,25.5,25.5,1
1821,functional,0.475,0.1498,40.54,40.54,20.5,20.5,1
1821,personal_access,0.4675,0.1475,51.74,51.74,25.5,25.5,1
1822,court_dynastic,1.0,0.3155,44.52,44.52,21.27,21.27,1
1822,bureaucratic_ideological,0.7325,0.2311,53.17,53.08,25.49,25.69,2
1822,military_aristocratic,0.495,0.1562,52.74,52.74,26.49,26.49,1
1822,functional,0.475,0.1498,41.54,41.54,21.5,21.5,1
1822,personal_access,0.4675,0.1475,52.74,52.74,26.49,26.49,1
1823,court_dynastic,1.0,0.2719,45.52,45.52,22.27,22.27,1
1823,bureaucratic_ideological,0.79,0.2148,51.17,51.46,18.99,19.96,1
1823,military_aristocratic,0.495,0.1346,53.74,53.74,27.49,27.49,1
1823,functional,0.475,0.1292,42.54,42.54,22.49,22.49,1
1823,personal_access,0.4675,0.1271,53.74,53.74,27.49,27.49,1
1823,functional_economic,0.45,0.1224,48.59,48.59,10.49,10.49,1
1824,court_dynastic,1.0,0.2719,46.52,46.52,23.27,23.27,1
1824,bureaucratic_ideological,0.79,0.2148,52.17,52.46,20.0,20.97,1
1824,military_aristocratic,0.495,0.1346,54.74,54.74,28.5,28.5,1
1824,functional,0.475,0.1292,43.54,43.54,23.5,23.5,1
1824,personal_access,0.4675,0.1271,54.74,54.74,28.5,28.5,1
1824,functional_economic,0.45,0.1224,49.59,49.59,11.5,11.5,1
1825,court_dynastic,1.0,0.2719,47.52,47.52,24.27,24.27,1
1825,bureaucratic_ideological,0.79,0.2148,53.17,53.46,21.0,21.97,1
1825,military_aristocratic,0.495,0.1346,55.74,55.74,29.5,29.5,1
1825,functional,0.475,0.1292,44.54,44.54,24.5,24.5,1
1825,personal_access,0.4675,0.1271,55.74,55.74,29.5,29.5,1
1825,functional_economic,0.45,0.1224,50.59,50.59,12.5,12.5,1
1826,court_dynastic,1.0,0.4396,29.98,29.98,0.58,0.58,1
1826,functional,0.475,0.2088,45.54,45.54,25.5,25.5,1
1826,functional_economic,0.45,0.1978,51.59,51.59,13.5,13.5,1
1826,bureaucratic_ideological,0.35,0.1538,51.59,51.59,13.5,13.5,1
1827,court_dynastic,1.0,0.3252,30.98,30.98,1.58,1.58,1
1827,functional,0.475,0.1545,46.54,46.54,26.49,26.49,1
1827,security,0.475,0.1545,45.99,45.99,29.49,29.49,1
1827,functional_economic,0.45,0.1463,52.59,52.59,14.49,14.49,1
1827,bureaucratic_ideological,0.35,0.1138,52.59,52.59,14.49,14.49,1
1827,personal_access,0.325,0.1057,45.99,45.99,29.49,29.49,1
1828,court_dynastic,1.0,0.3252,31.98,31.98,2.58,2.58,1
1828,functional,0.475,0.1545,47.54,47.54,27.5,27.5,1
1828,security,0.475,0.1545,46.99,46.99,30.49,30.49,1
1828,functional_economic,0.45,0.1463,53.59,53.59,15.5,15.5,1
1828,bureaucratic_ideological,0.35,0.1138,53.59,53.59,15.5,15.5,1
1828,personal_access,0.325,0.1057,46.99,46.99,30.49,30.49,1
1829,court_dynastic,1.0,0.3252,32.98,32.98,3.58,3.58,1
1829,functional,0.475,0.1545,48.54,48.54,28.5,28.5,1
1829,security,0.475,0.1545,47.99,47.99,31.49,31.49,1
1829,functional_economic,0.45,0.1463,54.59,54.59,16.5,16.5,1
1829,bureaucratic_ideological,0.35,0.1138,54.59,54.59,16.5,16.5,1
1829,personal_access,0.325,0.1057,47.99,47.99,31.49,31.49,1
1830,court_dynastic,1.0,0.3252,33.98,33.98,4.58,4.58,1
1830,functional,0.475,0.1545,49.54,49.54,29.5,29.5,1
1830,security,0.475,0.1545,48.99,48.99,32.49,32.49,1
1830,functional_economic,0.45,0.1463,55.59,55.59,17.5,17.5,1
1830,bureaucratic_ideological,0.35,0.1138,55.59,55.59,17.5,17.5,1
1830,personal_access,0.325,0.1057,48.99,48.99,32.49,32.49,1
1831,court_dynastic,1.0,0.3252,34.98,34.98,5.58,5.58,1
1831,functional,0.475,0.1545,50.54,50.54,30.49,30.49,1
1831,security,0.475,0.1545,49.99,49.99,33.49,33.49,1
1831,functional_economic,0.45,0.1463,56.59,56.59,18.49,18.49,1
1831,bureaucratic_ideological,0.35,0.1138,56.59,56.59,18.49,18.49,1
1831,personal_access,0.325,0.1057,49.99,49.99,33.49,33.49,1
1832,court_dynastic,1.0,0.3252,35.98,35.98,6.58,6.58,1
1832,functional,0.475,0.1545,51.54,51.54,31.5,31.5,1
1832,security,0.475,0.1545,50.99,50.99,34.49,34.49,1
1832,functional_economic,0.45,0.1463,57.59,57.59,19.5,19.5,1
1832,bureaucratic_ideological,0.35,0.1138,57.59,57.59,19.5,19.5,1
1832,personal_access,0.325,0.1057,50.99,50.99,34.49,34.49,1
1833,court_dynastic,1.0,0.3252,36.98,36.98,7.58,7.58,1
1833,functional,0.475,0.1545,52.54,52.54,32.5,32.5,1
1833,security,0.475,0.1545,51.99,51.99,35.49,35.49,1
1833,functional_economic,0.45,0.1463,58.59,58.59,20.5,20.5,1
1833,bureaucratic_ideological,0.35,0.1138,58.59,58.59,20.5,20.5,1
1833,personal_access,0.325,0.1057,51.99,51.99,35.49,35.49,1
1834,court_dynastic,1.0,0.3252,37.98,37.98,8.58,8.58,1
1834,functional,0.475,0.1545,53.54,53.54,33.5,33.5,1
1834,security,0.475,0.1545,52.99,52.99,36.49,36.49,1
1834,functional_economic,0.45,0.1463,59.59,59.59,21.5,21.5,1
1834,bureaucratic_ideological,0.35,0.1138,59.59,59.59,21.5,21.5,1
1834,personal_access,0.325,0.1057,52.99,52.99,36.49,36.49,1
1835,court_dynastic,1.0,0.3252,38.98,38.98,9.58,9.58,1
1835,functional,0.475,0.1545,54.54,54.54,34.49,34.49,1
1835,security,0.475,0.1545,53.99,53.99,37.49,37.49,1
1835,functional_economic,0.45,0.1463,60.59,60.59,22.49,22.49,1
1835,bureaucratic_ideological,0.35,0.1138,60.59,60.59,22.49,22.49,1
1835,personal_access,0.325,0.1057,53.99,53.99,37.49,37.49,1
1836,court_dynastic,1.0,0.3252,39.98,39.98,10.58,10.58,1
1836,functional,0.475,0.1545,55.54,55.54,35.5,35.5,1
1836,security,0.475,0.1545,54.99,54.99,38.49,38.49,1
1836,functional_economic,0.45,0.1463,61.59,61.59,23.5,23.5,1
1836,bureaucratic_ideological,0.35,0.1138,61.59,61.59,23.5,23.5,1
1836,personal_access,0.325,0.1057,54.99,54.99,38.49,38.49,1
1837,court_dynastic,1.0,0.3252,40.98,40.98,11.58,11.58,1
1837,functional,0.475,0.1545,56.54,56.54,36.5,36.5,1
1837,security,0.475,0.1545,55.99,55.99,39.49,39.49,1
1837,functional_economic,0.45,0.1463,62.59,62.59,24.5,24.5,1
1837,bureaucratic_ideological,0.35,0.1138,62.59,62.59,24.5,24.5,1
1837,personal_access,0.325,0.1057,55.99,55.99,39.49,39.49,1
1838,court_dynastic,1.0,0.3252,41.98,41.98,12.58,12.58,1
1838,functional,0.475,0.1545,57.54,57.54,37.5,37.5,1
1838,security,0.475,0.1545,56.99,56.99,40.49,40.49,1
1838,functional_economic,0.45,0.1463,63.59,63.59,25.5,25.5,1
1838,bureaucratic_ideological,0.35,0.1138,63.59,63.59,25.5,25.5,1
1838,personal_access,0.325,0.1057,56.99,56.99,40.49,40.49,1
1839,court_dynastic,1.0,0.3252,42.98,42.98,13.58,13.58,1
1839,functional,0.475,0.1545,58.54,58.54,38.49,38.49,1
1839,security,0.475,0.1545,57.99,57.99,41.49,41.49,1
1839,functional_economic,0.45,0.1463,64.59,64.59,26.49,26.49,1
1839,bureaucratic_ideological,0.35,0.1138,64.59,64.59,26.49,26.49,1
1839,personal_access,0.325,0.1057,57.99,57.99,41.49,41.49,1
1840,court_dynastic,1.0,0.3252,43.98,43.98,14.58,14.58,1
1840,functional,0.475,0.1545,59.54,59.54,39.5,39.5,1
1840,security,0.475,0.1545,58.99,58.99,42.5,42.5,1
1840,functional_economic,0.45,0.1463,65.59,65.59,27.5,27.5,1
1840,bureaucratic_ideological,0.35,0.1138,65.59,65.59,27.5,27.5,1
1840,personal_access,0.325,0.1057,58.99,58.99,42.5,42.5,1
1841,court_dynastic,1.0,0.3252,44.98,44.98,15.58,15.58,1
1841,functional,0.475,0.1545,60.54,60.54,40.5,40.5,1
1841,security,0.475,0.1545,59.99,59.99,43.49,43.49,1
1841,functional_economic,0.45,0.1463,66.59,66.59,28.5,28.5,1
1841,bureaucratic_ideological,0.35,0.1138,66.59,66.59,28.5,28.5,1
1841,personal_access,0.325,0.1057,59.99,59.99,43.49,43.49,1
1842,court_dynastic,1.0,0.3252,45.98,45.98,16.58,16.58,1
1842,functional,0.475,0.1545,61.54,61.54,41.5,41.5,1
1842,security,0.475,0.1545,60.99,60.99,44.49,44.49,1
1842,functional_economic,0.45,0.1463,67.59,67.59,29.5,29.5,1
1842,bureaucratic_ideological,0.35,0.1138,67.59,67.59,29.5,29.5,1
1842,personal_access,0.325,0.1057,60.99,60.99,44.49,44.49,1
1843,court_dynastic,1.0,0.3252,46.98,46.98,17.58,17.58,1
1843,functional,0.475,0.1545,62.54,62.54,42.5,42.5,1
1843,security,0.475,0.1545,61.99,61.99,45.49,45.49,1
1843,functional_economic,0.45,0.1463,68.59,68.59,30.49,30.49,1
1843,bureaucratic_ideological,0.35,0.1138,68.59,68.59,30.49,30.49,1
1843,personal_access,0.325,0.1057,61.99,61.99,45.49,45.49,1
1844,court_dynastic,1.0,0.4396,47.98,47.98,18.58,18.58,1
1844,functional,0.475,0.2088,63.54,63.54,43.5,43.5,1
1844,security,0.475,0.2088,62.99,62.99,46.5,46.5,1
1844,personal_access,0.325,0.1429,62.99,62.99,46.5,46.5,1
1845,court_dynastic,1.0,0.678,48.98,48.98,19.58,19.58,1
1845,functional,0.475,0.322,64.54,64.54,44.5,44.5,1
1846,court_dynastic,1.0,0.678,49.98,49.98,20.58,20.58,1
1846,functional,0.475,0.322,65.54,65.54,45.5,45.5,1
1847,court_dynastic,1.0,0.678,50.98,50.98,21.58,21.58,1
1847,functional,0.475,0.322,66.54,66.54,46.5,46.5,1
1848,court_dynastic,1.0,0.678,51.98,51.98,22.58,22.58,1
1848,functional,0.475,0.322,67.54,67.54,47.5,47.5,1
1849,court_dynastic,1.0,0.678,52.98,52.98,23.58,23.58,1
1849,functional,0.475,0.322,68.54,68.54,48.5,48.5,1
1850,court_dynastic,1.0,0.678,53.98,53.98,24.58,24.58,1
1850,functional,0.475,0.322,69.54,69.54,49.5,49.5,1
1851,court_dynastic,1.0,0.678,54.98,54.98,25.58,25.58,1
1851,functional,0.475,0.322,70.54,70.54,50.5,50.5,1
1852,court_dynastic,1.0,0.678,55.98,55.98,26.58,26.58,1
1852,functional,0.475,0.322,71.54,71.54,51.5,51.5,1
1853,court_dynastic,1.0,0.678,56.98,56.98,27.58,27.58,1
1853,functional,0.475,0.322,72.54,72.54,52.5,52.5,1
1854,court_dynastic,1.0,0.678,57.98,57.98,28.58,28.58,1
1854,functional,0.475,0.322,73.54,73.54,53.5,53.5,1
1855,court_dynastic,1.0,0.678,37.17,37.17,0.33,0.33,1
1855,functional,0.475,0.322,74.54,74.54,54.5,54.5,1
1856,court_dynastic,1.0,0.6568,38.17,38.17,1.33,1.33,1
1856,functional,0.5225,0.3432,57.96,57.96,39.5,39.5,1
1857,court_dynastic,1.0,0.6568,39.17,39.17,2.33,2.33,1
1857,functional,0.5225,0.3432,58.96,58.96,40.5,40.5,1
1858,court_dynastic,1.0,0.6568,40.17,40.17,3.33,3.33,1
1858,functional,0.5225,0.3432,59.96,59.96,41.5,41.5,1
1859,court_dynastic,1.0,0.6568,41.17,41.17,4.33,4.33,1
1859,functional,0.5225,0.3432,60.96,60.96,42.5,42.5,1
1860,court_dynastic,1.0,0.6568,42.17,42.17,5.33,5.33,1
1860,functional,0.5225,0.3432,61.96,61.96,43.5,43.5,1
1861,court_dynastic,1.0,0.6568,43.17,43.17,6.33,6.33,1
1861,functional,0.5225,0.3432,62.96,62.96,44.5,44.5,1
1862,court_dynastic,1.0,0.507,44.17,44.17,7.33,7.33,1
1862,functional,0.5225,0.2649,63.96,63.96,45.5,45.5,1
1862,functional_economic,0.45,0.2281,41.77,41.77,20.5,20.5,1
1863,court_dynastic,1.0,0.507,45.17,45.17,8.33,8.33,1
1863,functional,0.5225,0.2649,64.96,64.96,46.5,46.5,1
1863,functional_economic,0.45,0.2281,42.77,42.77,21.5,21.5,1
1864,court_dynastic,1.0,0.507,46.17,46.17,9.33,9.33,1
1864,functional,0.5225,0.2649,65.96,65.96,47.5,47.5,1
1864,functional_economic,0.45,0.2281,43.77,43.77,22.5,22.5,1
1865,court_dynastic,1.0,0.507,47.17,47.17,10.33,10.33,1
1865,functional,0.5225,0.2649,66.96,66.96,48.5,48.5,1
1865,functional_economic,0.45,0.2281,44.77,44.77,23.5,23.5,1
1866,court_dynastic,1.0,0.507,48.17,48.17,11.33,11.33,1
1866,functional,0.5225,0.2649,67.96,67.96,49.5,49.5,1
1866,functional_economic,0.45,0.2281,45.77,45.77,24.5,24.5,1
1867,court_dynastic,1.0,0.507,49.17,49.17,12.33,12.33,1
1867,functional,0.5225,0.2649,68.96,68.96,50.5,50.5,1
1867,functional_economic,0.45,0.2281,46.77,46.77,25.5,25.5,1
1868,court_dynastic,1.0,0.507,50.17,50.17,13.33,13.33,1
1868,functional,0.5225,0.2649,69.96,69.96,51.5,51.5,1
1868,functional_economic,0.45,0.2281,47.77,47.77,26.5,26.5,1
1869,court_dynastic,1.0,0.507,51.17,51.17,14.33,14.33,1
1869,functional,0.5225,0.2649,70.96,70.96,52.5,52.5,1
1869,functional_economic,0.45,0.2281,48.77,48.77,27.5,27.5,1
1870,court_dynastic,1.0,0.507,52.17,52.17,15.33,15.33,1
1870,functional,0.5225,0.2649,71.96,71.96,53.5,53.5,1
1870,functional_economic,0.45,0.2281,49.77,49.77,28.5,28.5,1
1871,court_dynastic,1.0,0.507,53.17,53.17,16.33,16.33,1
1871,functional,0.5225,0.2649,72.96,72.96,54.5,54.5,1
1871,functional_economic,0.45,0.2281,50.77,50.77,29.5,29.5,1
1872,court_dynastic,1.0,0.507,54.17,54.17,17.33,17.33,1
1872,functional,0.5225,0.2649,73.96,73.96,55.5,55.5,1
1872,functional_economic,0.45,0.2281,51.77,51.77,30.5,30.5,1
1873,court_dynastic,1.0,0.507,55.17,55.17,18.33,18.33,1
1873,functional,0.5225,0.2649,74.96,74.96,56.5,56.5,1
1873,functional_economic,0.45,0.2281,52.77,52.77,31.5,31.5,1
1874,court_dynastic,1.0,0.507,56.17,56.17,19.33,19.33,1
1874,functional,0.5225,0.2649,75.96,75.96,57.5,57.5,1
1874,functional_economic,0.45,0.2281,53.77,53.77,32.5,32.5,1
1875,court_dynastic,1.0,0.507,57.17,57.17,20.33,20.33,1
1875,functional,0.5225,0.2649,76.96,76.96,58.5,58.5,1
1875,functional_economic,0.45,0.2281,54.77,54.77,33.5,33.5,1
1876,court_dynastic,1.0,0.507,58.18,58.18,21.33,21.33,1
1876,functional,0.5225,0.2649,77.96,77.96,59.5,59.5,1
1876,functional_economic,0.45,0.2281,55.77,55.77,34.5,34.5,1
1877,court_dynastic,1.0,0.507,59.17,59.17,22.33,22.33,1
1877,functional,0.5225,0.2649,78.96,78.96,60.5,60.5,1
1877,functional_economic,0.45,0.2281,56.77,56.77,35.5,35.5,1
1878,court_dynastic,1.0,0.507,60.17,60.17,23.33,23.33,1
1878,functional,0.5225,0.2649,79.96,79.96,61.5,61.5,1
1878,functional_economic,0.45,0.2281,57.77,57.77,36.5,36.5,1
1879,court_dynastic,1.0,0.6568,61.17,61.17,24.33,24.33,1
1879,functional,0.5225,0.3432,80.96,80.96,62.5,62.5,1
1880,court_dynastic,1.0,0.5006,62.18,62.18,25.33,25.33,1
1880,functional,0.5225,0.2616,81.96,81.96,63.5,63.5,1
1880,religious_institutional,0.475,0.2378,53.12,53.12,20.5,20.5,1
1881,court_dynastic,1.0,0.4044,36.31,36.31,0.3,0.3,1
1881,functional,0.5225,0.2113,82.96,82.96,64.5,64.5,1
1881,bureaucratic_ideological,0.475,0.1921,54.11,54.11,21.5,21.5,1
1881,religious_institutional,0.475,0.1921,54.11,54.11,21.5,21.5,1
1882,court_dynastic,1.0,0.5128,37.31,37.31,1.3,1.3,1
1882,bureaucratic_ideological,0.475,0.2436,55.11,55.11,22.5,22.5,1
1882,religious_institutional,0.475,0.2436,55.11,55.11,22.5,22.5,1
1883,court_dynastic,1.0,0.5128,38.31,38.31,2.3,2.3,1
1883,bureaucratic_ideological,0.475,0.2436,56.11,56.11,23.5,23.5,1
1883,religious_institutional,0.475,0.2436,56.11,56.11,23.5,23.5,1
1884,court_dynastic,1.0,0.5128,39.31,39.31,3.3,3.3,1
1884,bureaucratic_ideological,0.475,0.2436,57.12,57.12,24.5,24.5,1
1884,religious_institutional,0.475,0.2436,57.12,57.12,24.5,24.5,1
1885,court_dynastic,1.0,0.5128,40.31,40.31,4.3,4.3,1
1885,bureaucratic_ideological,0.475,0.2436,58.11,58.11,25.5,25.5,1
1885,religious_institutional,0.475,0.2436,58.11,58.11,25.5,25.5,1
1886,court_dynastic,1.0,0.5128,41.31,41.31,5.3,5.3,1
1886,bureaucratic_ideological,0.475,0.2436,59.11,59.11,26.5,26.5,1
1886,religious_institutional,0.475,0.2436,59.11,59.11,26.5,26.5,1
1887,court_dynastic,1.0,0.5128,42.31,42.31,6.3,6.3,1
1887,bureaucratic_ideological,0.475,0.2436,60.11,60.11,27.5,27.5,1
1887,religious_institutional,0.475,0.2436,60.11,60.11,27.5,27.5,1
1888,court_dynastic,1.0,0.5128,43.31,43.31,7.3,7.3,1
1888,bureaucratic_ideological,0.475,0.2436,61.12,61.12,28.5,28.5,1
1888,religious_institutional,0.475,0.2436,61.12,61.12,28.5,28.5,1
1889,court_dynastic,1.0,0.5128,44.31,44.31,8.3,8.3,1
1889,bureaucratic_ideological,0.475,0.2436,62.11,62.11,29.5,29.5,1
1889,religious_institutional,0.475,0.2436,62.11,62.11,29.5,29.5,1
1890,court_dynastic,1.0,0.5128,45.31,45.31,9.3,9.3,1
1890,bureaucratic_ideological,0.475,0.2436,63.11,63.11,30.5,30.5,1
1890,religious_institutional,0.475,0.2436,63.11,63.11,30.5,30.5,1
1891,court_dynastic,1.0,0.5128,46.31,46.31,10.3,10.3,1
1891,bureaucratic_ideological,0.475,0.2436,64.11,64.11,31.5,31.5,1
1891,religious_institutional,0.475,0.2436,64.11,64.11,31.5,31.5,1
1892,court_dynastic,1.0,0.5128,47.31,47.31,11.3,11.3,1
1892,bureaucratic_ideological,0.475,0.2436,65.12,65.12,32.5,32.5,1
1892,religious_institutional,0.475,0.2436,65.12,65.12,32.5,32.5,1
1893,court_dynastic,1.0,0.4044,48.31,48.31,12.3,12.3,1
1893,functional_economic,0.5225,0.2113,44.01,44.01,24.5,24.5,1
1893,bureaucratic_ideological,0.475,0.1921,66.11,66.11,33.5,33.5,1
1893,religious_institutional,0.475,0.1921,66.11,66.11,33.5,33.5,1
1894,court_dynastic,1.0,0.4044,49.31,49.31,13.3,13.3,1
1894,functional_economic,0.5225,0.2113,45.01,45.01,25.5,25.5,1
1894,bureaucratic_ideological,0.475,0.1921,67.11,67.11,34.5,34.5,1
1894,religious_institutional,0.475,0.1921,67.11,67.11,34.5,34.5,1
1895,court_dynastic,1.0,0.4044,27.12,27.12,0.66,0.66,1
1895,functional_economic,0.5225,0.2113,46.01,46.01,26.49,26.49,1
1895,bureaucratic_ideological,0.475,0.1921,68.11,68.11,35.5,35.5,1
1895,religious_institutional,0.475,0.1921,68.11,68.11,35.5,35.5,1
1896,court_dynastic,1.0,0.4044,28.12,28.12,1.66,1.66,1
1896,functional_economic,0.5225,0.2113,47.01,47.01,27.5,27.5,1
1896,bureaucratic_ideological,0.475,0.1921,69.12,69.12,36.5,36.5,1
1896,religious_institutional,0.475,0.1921,69.12,69.12,36.5,36.5,1
1897,court_dynastic,1.0,0.4044,29.12,29.12,2.66,2.66,1
1897,functional_economic,0.5225,0.2113,48.01,48.01,28.5,28.5,1
1897,bureaucratic_ideological,0.475,0.1921,70.12,70.12,37.5,37.5,1
1897,religious_institutional,0.475,0.1921,70.12,70.12,37.5,37.5,1
1898,court_dynastic,1.0,0.4044,30.12,30.12,3.66,3.66,1
1898,functional_economic,0.5225,0.2113,49.01,49.01,29.5,29.5,1
